id,school_name,course_number,section_number,theoretical,course_name,hours,instructor_name,time_classroom,prerequisite_course,source_file
1,School of Computing and Informatics,40201100,1,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
2,School of Computing and Informatics,40201100,2,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
3,School of Computing and Informatics,40201100,3,0,Programming,3,Mohammad Noor-Aldeen Badri Alkhateeb,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130,Page1.html
4,School of Computing and Informatics,40201100,4,0,Programming,3,Suhaib Gazi Khattar Al-Obeidallah,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130,Page1.html
5,School of Computing and Informatics,40201100,5,0,Programming,3,Hana' Zaid Abdul Karim Al Rashid,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
6,School of Computing and Informatics,40201100,6,0,Programming,3,Lina Hammad,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
7,School of Computing and Informatics,40201100,7,0,Programming,3,Lina Hammad,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
8,School of Computing and Informatics,40201100,8,0,Programming,3,Huthaifa Abdelhameed Ibrahim  Al Omari,"13,00 - 14,30 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
9,School of Computing and Informatics,40201100,9,0,Programming,3,Hikmat Yahia Hikmat Ahmad Shehadeh,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
10,School of Computing and Informatics,40201100,10,0,Programming,3,Mo'tasem Khairi Mohammad Sammarah,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
11,School of Computing and Informatics,40201100,11,0,Programming,3,Mo'tasem Khairi Mohammad Sammarah,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
12,School of Computing and Informatics,40201100,12,0,Programming,3,Hikmat Yahia Hikmat Ahmad Shehadeh,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
13,School of Computing and Informatics,40201100,13,0,Programming,3,Malak Ziyad Mahmoud Fraihat,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130,Page1.html
14,School of Computing and Informatics,40201100,14,0,Programming,3,Sawsan Al-Odibat,"10,00 - 11,30 ن خ / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40303130,Page1.html
15,School of Computing and Informatics,201160,1,0,Creative Games Development,3,Nour Khrais,"14,30 - 17,30 س / ** Blended 1 hours",,Page1.html
16,School of Computing and Informatics,40201200,1,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
17,School of Computing and Informatics,40201200,2,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
18,School of Computing and Informatics,40201200,3,0,Advanced Programming,3,Malek Adnan Mohammad Al Louzi,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",,Page1.html
19,School of Computing and Informatics,40201200,4,0,Advanced Programming,3,Malek Adnan Mohammad Al Louzi,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
20,School of Computing and Informatics,40201200,6,0,Advanced Programming,3,Sultan Mahmoud Ahmad Alrushdan,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
21,School of Computing and Informatics,40201201,1,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"10,00 - 11,30 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40201100,Page1.html
22,School of Computing and Informatics,40201201,2,0,Data Structures & Algorithms,3,Ashraf Mohammad Saleem Al-Smadi,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100,Page1.html
23,School of Computing and Informatics,40201201,3,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40201100,Page1.html
24,School of Computing and Informatics,40201201,4,0,Data Structures & Algorithms,3,Balqis Mohammad Khalaf Aldabaibeh,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201100,Page1.html
25,School of Computing and Informatics,40201201,5,0,Data Structures & Algorithms,3,Mo'tasem Khairi Mohammad Sammarah,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201100,Page1.html
26,School of Computing and Informatics,40201201,7,0,Data Structures & Algorithms,3,Razan Atallah Mustafa Al Quran,"13,00 - 14,30 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40201100,Page1.html
27,School of Computing and Informatics,40201201,8,0,Data Structures & Algorithms,3,Razan Atallah Mustafa Al Quran,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40201100,Page1.html
28,School of Computing and Informatics,40201220,1,0,Software Development Lifecycles,3,Ashwaq Raed Mashal Khalil,"11,30 - 13,00 ح ر / المركز الهندي الأردني IJC-01 ** Blended 1 hours",40201100,Page1.html
29,School of Computing and Informatics,40201220,2,0,Software Development Lifecycles,3,Salem Ayed Hasan Alemaishat,"13,00 - 14,30 ن خ / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100,Page1.html
30,School of Computing and Informatics,40201220,3,0,Software Development Lifecycles,3,Ashwaq Raed Mashal Khalil,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100,Page1.html
31,School of Computing and Informatics,40201260,3,0,Website Design & Development,3,Orwa Mohammad Khalaf Aladaileh,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201100,Page1.html
32,School of Computing and Informatics,40201260,4,0,Website Design & Development,3,Asma Mohammad Ahmad Sabbah,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201100,Page1.html
33,School of Computing and Informatics,40201261,1,0,Prototyping,3,Hana' Zaid Abdul Karim Al Rashid,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",,Page1.html
34,School of Computing and Informatics,40201261,2,0,Prototyping,3,Razan Atallah Mustafa Al Quran,"14,30 - 16,00 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",,Page1.html
35,School of Computing and Informatics,40201261,3,0,Prototyping,3,Hana' Zaid Abdul Karim Al Rashid,"13,00 - 14,30 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",,Page1.html
36,School of Computing and Informatics,40201261,4,0,Prototyping,3,Sawsan Al-Odibat,"14,30 - 16,00 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",,Page1.html
37,School of Computing and Informatics,40201261,6,0,Prototyping,3,Ashwaq Raed Mashal Khalil,"11,30 - 13,00 س ث / ** Blended 1 hours",,Page1.html
38,School of Computing and Informatics,201263,1,0,Advanced Scripting for Games,3,Ali Hani Yasin Al-Shami,"11,30 - 14,30 خ / ** Blended 1 hours",,Page1.html
39,School of Computing and Informatics,201264,1,0,Immersive Technology Development,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ر / ** Blended 1 hours",,Page1.html
40,School of Computing and Informatics,201270,1,0,Special Topics in Game Development,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ن / ** Blended 1 hours",,Page1.html
41,School of Computing and Informatics,201290,1,0,Apprenticeship 1 for Game Design and Development,6,Mohammad Husni Najib Yahia,/ ** Blended 6 hours,60,Page1.html
42,School of Computing and Informatics,40201290,1,0,Planning a Computing Project,4,Balqis Mohammad Khalaf Aldabaibeh,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",40302211,Page1.html
43,School of Computing and Informatics,40201290,2,0,Planning a Computing Project,4,Nayef Mohammad Salameh Abu Aqeel,"14,30 - 16,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",40302211,Page1.html
44,School of Computing and Informatics,40201290,3,0,Planning a Computing Project,4,Rawaah Qoraan,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40302211,Page1.html
45,School of Computing and Informatics,40201290,4,0,Planning a Computing Project,4,Aseel Mousa Eshtaiwi Abuhaq,"10,00 - 11,30 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40302211,Page1.html
46,School of Computing and Informatics,40201290,5,0,Planning a Computing Project,4,Nayef Mohammad Salameh Abu Aqeel,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40302211,Page1.html
47,School of Computing and Informatics,201291,1,0,Apprenticeship for Computer Science 1,6,Mohammad Husni Najib Yahia,/ ** Blended 6 hours,75,Page1.html
48,School of Computing and Informatics,201292,1,0,Apprenticeship for Computer Science 2,6,Mohammad Husni Najib Yahia,/ ** Blended 6 hours,,Page1.html
49,School of Computing and Informatics,201293,1,0,Apprenticeship 2 for Game Design and Development,6,Mohammad Husni Najib Yahia,/ ** Blended 6 hours,60,Page1.html
50,School of Computing and Informatics,40201320,1,0,ERP Systems,3,Mohammad Husni Najib Yahia,"08,30 - 10,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",,Page1.html
51,School of Computing and Informatics,40201320,2,0,ERP Systems,3,Salem Ayed Hasan Alemaishat,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
52,School of Computing and Informatics,40201320,3,0,ERP Systems,3,Salem Ayed Hasan Alemaishat,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",,Page1.html
53,School of Computing and Informatics,40201320,4,0,ERP Systems,3,Raghed Faisal Abdel Rahman Shahatit,"13,00 - 14,30 ن خ / المركز الهندي الأردني IJC-01 ** Blended 1 hours",,Page1.html
54,School of Computing and Informatics,40201321,1,0,Systems Analysis & Design,3,Orwa Mohammad Khalaf Aladaileh,"08,30 - 10,00 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",,Page1.html
55,School of Computing and Informatics,40201321,2,0,Systems Analysis & Design,3,Ashaar Abdelwahab Daej Alkhamaiseh,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",,Page1.html
56,School of Computing and Informatics,40201321,3,0,Systems Analysis & Design,3,Ashaar Abdelwahab Daej Alkhamaiseh,"10,00 - 11,30 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",,Page1.html
57,School of Computing and Informatics,40201321,4,0,Systems Analysis & Design,3,Orwa Mohammad Khalaf Aladaileh,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
58,School of Computing and Informatics,40201341,1,0,Operating Systems,3,Malek Adnan Mohammad Al Louzi,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",40201201,Page1.html
59,School of Computing and Informatics,40201341,2,0,Operating Systems,3,Elham Mahmoud Awad Derbas,"13,00 - 14,30 ح ر / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40201201,Page1.html
60,School of Computing and Informatics,40201341,3,0,Operating Systems,3,Elham Mahmoud Awad Derbas,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40201201,Page1.html
61,School of Computing and Informatics,40201341,4,0,Operating Systems,3,Nayef Mohammad Salameh Abu Aqeel,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201201,Page1.html
62,School of Computing and Informatics,40201341,5,0,Operating Systems,3,Sultan Mahmoud Ahmad Alrushdan,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201201,Page1.html
63,School of Computing and Informatics,40201362,1,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ح / ** Blended 1 hours",,Page1.html
64,School of Computing and Informatics,40201362,2,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"11,30 - 14,30 ن / ** Blended 1 hours",,Page1.html
65,School of Computing and Informatics,40201362,3,0,Games Engine & Scripting,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ث / ** Blended 1 hours",,Page1.html
66,School of Computing and Informatics,201391,1,0,Computing Research Project,6,Islam Yaser Abelqader Alomari,"13,00 - 14,30 ر / ONLINE ONLINE ** 13,00 - 14,30 ح / ONLINE ** Blended 3 hours",40201290,Page1.html
67,School of Computing and Informatics,201391,2,0,Computing Research Project,6,Nayef Mohammad Salameh Abu Aqeel,"13,00 - 14,30 ح / ONLINE ONLINE ** 13,00 - 14,30 ر / ONLINE ** Blended 3 hours",40201290,Page1.html
68,School of Computing and Informatics,201391,3,0,Computing Research Project,6,Samir Yacoub Mufid Tartir,"10,00 - 11,30 خ / ONLINE ONLINE ** 10,00 - 11,30 ن / ONLINE ** Blended 3 hours",40201290,Page1.html
69,School of Computing and Informatics,201391,4,0,Computing Research Project,6,Islam Yaser Abelqader Alomari,"10,00 - 11,30 ن / ONLINE ONLINE ** 10,00 - 11,30 خ / ONLINE ** Blended 3 hours",40201290,Page1.html
70,School of Computing and Informatics,201391,5,0,Computing Research Project,6,Fadia Sami Nu`man Ala`eddin,"10,00 - 11,30 ث / المركز الهندي الأردني IJC-01 ** 10,00 - 11,30 س / المركز الهندي الأردني ONLINE ** Blended 3 hours",40201290,Page1.html
71,School of Computing and Informatics,201391,6,0,Computing Research Project,6,Fadia Sami Nu`man Ala`eddin,"13,00 - 14,30 س / ONLINE ONLINE ** 13,00 - 14,30 ث / ONLINE W-B07 ** Blended 3 hours",40201290,Page1.html
72,School of Computing and Informatics,201391,7,0,Computing Research Project,6,Rawaah Qoraan,"14,30 - 16,00 خ / ONLINE ONLINE ** 14,30 - 16,00 ن / ONLINE S-208 ** Blended 3 hours",40201290,Page1.html
73,School of Computing and Informatics,201391,8,0,Computing Research Project,6,Asmaa Shukry Yousef Lafi,"14,30 - 16,00 ن / ONLINE ONLINE ** 14,30 - 16,00 خ / ONLINE S-208 ** Blended 3 hours",40201290,Page1.html
74,School of Computing and Informatics,201392,1,0,Apprenticeship for Computer Science 3,6,Mohammad Husni Najib Yahia,/ ** Blended 6 hours,,Page1.html
75,School of Computing and Informatics,30201392,1,0,On-Job Training Continuation,0,Ala'a Saqer Ahmad Al-Habashna,/,7102 75,Page1.html
76,School of Computing and Informatics,40201430,1,0,Database Programing,3,Samir Yacoub Mufid Tartir,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",,Page1.html
77,School of Computing and Informatics,40201430,2,0,Database Programing,3,Samir Yacoub Mufid Tartir,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
78,School of Computing and Informatics,40201440,1,0,Systems Programing,3,Sultan Mahmoud Ahmad Alrushdan,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",,Page1.html
79,School of Computing and Informatics,40201440,2,0,Systems Programing,3,Samer Adnan Abdullah Suleiman,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-207 ** Blended 1 hours",,Page1.html
80,School of Computing and Informatics,40201440,3,0,Systems Programing,3,Samer Adnan Abdullah Suleiman,"11,30 - 13,00 ح ر / المركز الهندي الأردني IJC-06 ** Blended 1 hours",,Page1.html
81,School of Computing and Informatics,40201441,1,0,Internet of Things,3,,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
82,School of Computing and Informatics,40201441,2,0,Internet of Things,3,Ibrahim Abed Alfattah Mohammad Ghanem,"14,30 - 16,00 س ث / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
83,School of Computing and Informatics,40201450,1,0,Cloud Computing,3,Yazan Abdelrazzak Mohammad Alshannik,"14,30 - 16,00 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",10203180 و 40201341,Page1.html
84,School of Computing and Informatics,40201450,2,0,Cloud Computing,3,Yazan Abdelrazzak Mohammad Alshannik,"14,30 - 16,00 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",10203180 و 40201341,Page1.html
85,School of Computing and Informatics,40201470,1,0,Special Topics,3,Elham Mahmoud Awad Derbas,"10,00 - 11,30 ح ر / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
86,School of Computing and Informatics,40201470,2,0,Special Topics,3,Dania Adnan Ismail Alsa`Id,"14,30 - 17,30 ر / ** Blended 1 hours",,Page1.html
87,School of Computing and Informatics,201471,1,0,Special Topics in Computer Science 1,3,Razan Atallah Mustafa Al Quran,"13,00 - 14,30 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",75,Page1.html
88,School of Computing and Informatics,201472,1,0,Special Topics in Computer Science 2,3,Orwa Mohammad Khalaf Aladaileh,"11,30 - 13,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",75,Page1.html
89,School of Computing and Informatics,30201480,1,0,Advanced Computer Architecture,3,Reem Moshrif Mohammad Bani Hani,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",,Page1.html
90,School of Computing and Informatics,30201480,2,0,Advanced Computer Architecture,3,Huthaifa Abdelhameed Ibrahim  Al Omari,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
91,School of Computing and Informatics,30201480,3,0,Advanced Computer Architecture,3,Huthaifa Abdelhameed Ibrahim  Al Omari,"16,00 - 17,30 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
92,School of Computing and Informatics,40201491,1,0,Capstone project I,1,Mohammad Husni Najib Yahia,/,90,Page1.html
93,School of Computing and Informatics,40201492,1,0,Capstone project II,2,Mohammad Husni Najib Yahia,/,,Page1.html
94,School of Computing and Informatics,202291,1,0,Apprenticeship for Information Science 1,6,Ala'a Saqer Ahmad Al-Habashna,/ ** Blended 6 hours,,Page1.html
95,School of Computing and Informatics,202292,1,0,Apprenticeship for Information Science 2,6,Ala'a Saqer Ahmad Al-Habashna,/ ** Blended 6 hours,,Page1.html
96,School of Computing and Informatics,202392,1,0,Apprenticeship for Information Science 3,6,Ala'a Saqer Ahmad Al-Habashna,/ ** Blended 6 hours,,Page1.html
97,School of Computing and Informatics,30202432,1,0,Bioinformatics,3,Rami Ratib Musa Al-Ouran,"08,30 - 10,00 س ث / المبنى الجنوبي الجديد S-210 ** Blended 1 hours",,Page1.html
98,School of Computing and Informatics,30202452,1,0,Internet of Things,3,,"16,00 - 17,30 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
99,School of Computing and Informatics,30202452,2,0,Internet of Things,3,,"14,30 - 16,00 س ث / ** Blended 1 hours",,Page1.html
100,School of Computing and Informatics,10203180,1,0,Networking,3,Asmaa Shukry Yousef Lafi,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
101,School of Computing and Informatics,10203180,2,0,Networking,3,Asmaa Shukry Yousef Lafi,"10,00 - 11,30 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
102,School of Computing and Informatics,10203180,3,0,Networking,3,Isra' Ibrahim Ismael Hasan,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
103,School of Computing and Informatics,10203180,4,0,Networking,3,Isra' Ibrahim Ismael Hasan,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-214 ** Blended 1 hours",40303130,Page1.html
104,School of Computing and Informatics,10203180,5,0,Networking,3,Ashaar Abdelwahab Daej Alkhamaiseh,"14,30 - 16,00 ح ر / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
105,School of Computing and Informatics,10203180,6,0,Networking,3,Weaam Akram Soud Alrbeiqi,"08,30 - 10,00 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40303130,Page1.html
106,School of Computing and Informatics,10203180,7,0,Networking,3,Weaam Akram Soud Alrbeiqi,"10,00 - 11,30 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40303130,Page1.html
107,School of Computing and Informatics,10203180,8,0,Networking,3,Sami Aqeel Murshed Almashaqbeh,"11,30 - 13,00 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
108,School of Computing and Informatics,10203180,9,0,Networking,3,Asmaa Shukry Yousef Lafi,"13,00 - 14,30 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
109,School of Computing and Informatics,10203180,10,0,Networking,3,Hazem Khaled Radwan Arabiyat,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130,Page1.html
110,School of Computing and Informatics,10203180,11,0,Networking,3,Hazem Khaled Radwan Arabiyat,"13,00 - 14,30 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130,Page1.html
111,School of Computing and Informatics,10203180,12,0,Networking,3,Hazem Khaled Radwan Arabiyat,"14,30 - 16,00 س ث / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130,Page1.html
112,School of Computing and Informatics,10203180,13,0,Networking,3,Eyad Salah Abdul Hamid Taqieddin,"11,30 - 13,00 س ث / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",40303130,Page1.html
113,School of Computing and Informatics,10203180,14,0,Networking,3,Weaam Akram Soud Alrbeiqi,"14,30 - 16,00 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
114,School of Computing and Informatics,10203180,15,0,Networking,3,,"10,00 - 11,30 س ث / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40303130,Page1.html
115,School of Computing and Informatics,10203210,1,0,Network Security,3,Elham Mahmoud Awad Derbas,"10,00 - 11,30 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",203280 أو 30201140 أو 10203280,Page1.html
116,School of Computing and Informatics,10203210,2,0,Network Security,3,Eyad Salah Abdul Hamid Taqieddin,"10,00 - 11,30 س ث / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",203280 أو 30201140 أو 10203280,Page1.html
117,School of Computing and Informatics,203280,1,0,Security,3,Hazem Khaled Radwan Arabiyat,"11,30 - 13,00 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40303130,Page1.html
118,School of Computing and Informatics,203280,2,0,Security,3,Hazem Khaled Radwan Arabiyat,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40303130,Page1.html
119,School of Computing and Informatics,203280,3,0,Security,3,Asmaa Shukry Yousef Lafi,"08,30 - 10,00 ن خ / مبنى رقم ( 23 ) W-B10 ** Blended 1 hours",40303130,Page1.html
120,School of Computing and Informatics,203280,4,0,Security,3,Ashaar Abdelwahab Daej Alkhamaiseh,"11,30 - 13,00 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",40303130,Page1.html
121,School of Computing and Informatics,203280,5,0,Security,3,Isra' Ibrahim Ismael Hasan,"11,30 - 13,00 س ث / المركز الهندي الأردني IJC-01 ** Blended 1 hours",40303130,Page1.html
122,School of Computing and Informatics,203280,6,0,Security,3,Isra' Ibrahim Ismael Hasan,"13,00 - 14,30 س ث / المركز الهندي الأردني IJC-01 ** Blended 1 hours",40303130,Page1.html
123,School of Computing and Informatics,10203280,1,0,Security,3,Ashaar Abdelwahab Daej Alkhamaiseh,"11,30 - 13,00 ن خ / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",,Page1.html
124,School of Computing and Informatics,203290,1,0,Apprenticeship for Cybersecurity 1,6,Safaa Fawzey Mohammad Hriez,/ ** Blended 6 hours,7102,Page1.html
125,School of Computing and Informatics,203291,1,0,Apprenticeship for Cybersecurity 2,6,Safaa Fawzey Mohammad Hriez,/ ** Blended 6 hours,203290 1,Page1.html
126,School of Computing and Informatics,10203300,1,0,Information Security Management,3,Qutaiba Salameh Mohmad Al Harfi Albluwi,"08,30 - 10,00 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",10203210,Page1.html
127,School of Computing and Informatics,10203340,1,0,Cryptography,3,Rawaah Qoraan,"11,30 - 13,00 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",40303221,Page1.html
128,School of Computing and Informatics,203360,1,0,Penetration Testing,3,,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",10203362,Page1.html
129,School of Computing and Informatics,203360,3,0,Penetration Testing,3,Sami Aqeel Murshed Almashaqbeh,"08,30 - 10,00 ن خ / المركز الهندي الأردني IJC-02 ** Blended 1 hours",10203362,Page1.html
130,School of Computing and Informatics,10203360,1,0,Penetration Testing,3,Weaam Akram Soud Alrbeiqi,"08,30 - 10,00 ح ر / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",,Page1.html
131,School of Computing and Informatics,10203361,1,0,Forensics,3,Safaa Fawzey Mohammad Hriez,"11,30 - 13,00 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",10203380 و 203280 أو 10203280,Page1.html
132,School of Computing and Informatics,10203361,2,0,Forensics,3,Safaa Fawzey Mohammad Hriez,"11,30 - 13,00 ن خ / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",10203380 و 203280 أو 10203280,Page1.html
133,School of Computing and Informatics,10203362,1,0,Ethical Hacking,3,Sami Aqeel Murshed Almashaqbeh,"13,00 - 14,30 ح ر / المبنى الجنوبي الجديد S-209 ** Blended 1 hours",10203210,Page1.html
134,School of Computing and Informatics,10203380,1,0,Computer Organization and Design,3,Reem Moshrif Mohammad Bani Hani,"14,30 - 16,00 ح ر / المبنى الجنوبي الجديد S-208 ** Blended 1 hours",40201100 و 40303221 Corequisite,Page1.html
135,School of Computing and Informatics,10203380,2,0,Computer Organization and Design,3,Huthaifa Abdelhameed Ibrahim  Al Omari,"14,30 - 16,00 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201100 و 40303221 Corequisite,Page1.html
136,School of Computing and Informatics,10203380,3,0,Computer Organization and Design,3,Huthaifa Abdelhameed Ibrahim  Al Omari,"16,00 - 17,30 ن خ / المبنى الجنوبي الجديد S-212 ** Blended 1 hours",40201100 و 40303221 Corequisite,Page1.html
137,School of Computing and Informatics,203391,1,0,Apprenticeship for Cybersecurity 3,6,Safaa Fawzey Mohammad Hriez,/ ** Blended 6 hours,203291 2,Page1.html
138,School of Computing and Informatics,203400,1,0,Risk Analysis & Systems Testing,3,Ibrahim Abed Alfattah Mohammad Ghanem,"13,00 - 14,30 ح ر / مبنى رقم ( 23 ) W-B07 ** Blended 1 hours",203280,Page1.html
139,School of Computing and Informatics,203400,2,0,Risk Analysis & Systems Testing,3,Ibrahim Abed Alfattah Mohammad Ghanem,"11,30 - 13,00 س ث / المركز الهندي الأردني IJC-02 ** Blended 1 hours",203280,Page1.html
