id,school_name,course_number,section_number,theoretical,course_name,hours,instructor_name,time_classroom,prerequisite_course,source_file
340,School of Social and Basic Sciences,30303111,2,0,Functional Maths,3,Tareq Mohammad Abdulaziz Dalgmoni,"10,30 - 12,30 ح / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
341,School of Social and Basic Sciences,30303111,3,0,Functional Maths,3,Aladeen Ahmad Ibrahim Al Basheer,"12,30 - 14,30 ر / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
342,School of Social and Basic Sciences,30303111,4,0,Functional Maths,3,Mohammad Hussein Ali Badarneh,"14,30 - 16,30 ح / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
343,School of Social and Basic Sciences,30303111,5,0,Functional Maths,3,Rula Mufied Elias Musleh,"08,30 - 10,30 خ / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
344,School of Social and Basic Sciences,30303111,6,0,Functional Maths,3,Tareq Mohammad Abdulaziz Dalgmoni,"10,30 - 12,30 ن / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
345,School of Social and Basic Sciences,30303111,7,0,Functional Maths,3,Shadi Mohmmad Abdel Ra'uof Al-Omari,"12,30 - 14,30 ن / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
346,School of Social and Basic Sciences,30303111,8,0,Functional Maths,3,Ahmad Al-Soudi,"14,30 - 16,30 ن / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
347,School of Social and Basic Sciences,30303111,10,0,Functional Maths,3,Shatha Suleiman Ahmad Ali Saleh,"08,30 - 10,30 ث / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
348,School of Social and Basic Sciences,30303111,11,0,Functional Maths,3,Ahmad Al-Soudi,"10,30 - 12,30 س / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
349,School of Social and Basic Sciences,30303111,13,0,Functional Maths,3,Tareq Mohammad Abdulaziz Dalgmoni,"12,30 - 14,30 س / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
350,School of Social and Basic Sciences,30303111,14,0,Functional Maths,3,Aladeen Ahmad Ibrahim Al Basheer,"12,30 - 14,30 ث / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
351,School of Social and Basic Sciences,30303111,15,0,Functional Maths,3,Mohammad Hussein Ali Badarneh,"14,30 - 16,30 ث / مبنى رقم ( 23 ) W-125 ** Blended 1 hours",30303110,Page2.html
352,School of Social and Basic Sciences,30303112,1,0,Functional Physics,3,Mohammad Hussein Ali Badarneh,"14,30 - 16,30 ر / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",,Page2.html
353,School of Social and Basic Sciences,30303112,2,0,Functional Physics,3,Mohammad Hussein Ali Badarneh,"14,30 - 16,30 ن / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",,Page2.html
354,School of Social and Basic Sciences,40303121,1,0,Maths for Computing,3,Radwan Abdallah Ibrahim Alsmadi,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
355,School of Social and Basic Sciences,40303121,2,0,Maths for Computing,3,Nemeh Salem Mohammad Altawil,"10,00 - 11,30 ح ر / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
356,School of Social and Basic Sciences,40303121,3,0,Maths for Computing,3,Radwan Abdallah Ibrahim Alsmadi,"11,30 - 13,00 ح ر / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
357,School of Social and Basic Sciences,40303121,4,0,Maths for Computing,3,Bayan Shabaneh,"13,00 - 14,30 ح ر / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
358,School of Social and Basic Sciences,40303121,5,0,Maths for Computing,3,Nemeh Salem Mohammad Altawil,"08,30 - 10,00 ن خ / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
359,School of Social and Basic Sciences,40303121,6,0,Maths for Computing,3,Radwan Abdallah Ibrahim Alsmadi,"10,00 - 11,30 ن خ / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
360,School of Social and Basic Sciences,40303121,7,0,Maths for Computing,3,Nemeh Salem Mohammad Altawil,"11,30 - 13,00 ن خ / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
361,School of Social and Basic Sciences,40303121,8,0,Maths for Computing,3,Heba Shashaan,"13,00 - 14,30 ن خ / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
362,School of Social and Basic Sciences,40303121,9,0,Maths for Computing,3,Bayan Shabaneh,"08,30 - 10,00 س ث / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
363,School of Social and Basic Sciences,40303121,10,0,Maths for Computing,3,Bayan Shabaneh,"11,30 - 13,00 س ث / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",30303111,Page2.html
364,School of Social and Basic Sciences,40303130,1,0,Fundamentals of Computing,4,Shatha Ali Hamed Al Hawawsha,"08,30 - 10,00 ح ر / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
365,School of Social and Basic Sciences,40303130,2,0,Fundamentals of Computing,4,Shatha Ali Hamed Al Hawawsha,"10,00 - 11,30 ح ر / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
366,School of Social and Basic Sciences,40303130,3,0,Fundamentals of Computing,4,Ashraf Mohammad Saleem Al-Smadi,"14,30 - 16,00 ح ر / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
367,School of Social and Basic Sciences,40303130,4,0,Fundamentals of Computing,4,Shatha Ali Hamed Al Hawawsha,"08,30 - 10,00 ن خ / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
368,School of Social and Basic Sciences,40303130,5,0,Fundamentals of Computing,4,Shatha Ali Hamed Al Hawawsha,"10,00 - 11,30 ن خ / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
369,School of Social and Basic Sciences,40303130,6,0,Fundamentals of Computing,4,Shatha Ali Hamed Al Hawawsha,"14,30 - 16,00 ن خ / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
370,School of Social and Basic Sciences,40303130,7,0,Fundamentals of Computing,4,Ashraf Mohammad Saleem Al-Smadi,"13,00 - 14,30 س ث / المركز الهندي الأردني IJC-02 ** Blended 3 hours",,Page2.html
371,School of Social and Basic Sciences,40303130,8,0,Fundamentals of Computing,4,Ashraf Mohammad Saleem Al-Smadi,"14,30 - 16,00 س ث / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
372,School of Social and Basic Sciences,40303130,9,0,Fundamentals of Computing,4,Ghosoun AlHindi,"16,00 - 17,30 ن خ / المركز الهندي الأردني IJC-01 ** Blended 3 hours",,Page2.html
373,School of Social and Basic Sciences,40303130,10,0,Fundamentals of Computing,4,Ghosoun AlHindi,"16,00 - 17,30 س ث / المركز الهندي الأردني IJC-02 ** Blended 3 hours",,Page2.html
374,School of Social and Basic Sciences,40303221,1,0,Discrete Maths,3,Rula Mufied Elias Musleh,"08,30 - 10,00 ح ر / مبنى رقم ( 23 ) W-121 ** Blended 1 hours",40303121 و 40201201 Corequisite,Page2.html
375,School of Social and Basic Sciences,40303221,3,0,Discrete Maths,3,Aladeen Ahmad Ibrahim Al Basheer,"10,00 - 11,30 ن خ / مبنى رقم ( 23 ) W-121 ** Blended 1 hours",40303121 و 40201201 Corequisite,Page2.html
376,School of Social and Basic Sciences,40303221,4,0,Discrete Maths,3,Rula Mufied Elias Musleh,"11,30 - 13,00 ن خ / مبنى رقم ( 23 ) W-121 ** Blended 1 hours",40303121 و 40201201 Corequisite,Page2.html
377,School of Social and Basic Sciences,40303221,5,0,Discrete Maths,3,Tareq Mohammad Abdulaziz Dalgmoni,"10,00 - 11,30 س ث / مبنى رقم ( 23 ) W-128 ** Blended 1 hours",40303121 و 40201201 Corequisite,Page2.html
